,USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
425,1532705250181170,4,8,503.27000000000015,1,1,1,111
426,1532707188318360,4,4,757.42,1,1,1,111
433,1532720955962540,25,5,626.23,2,1,1,211
435,1532721546910230,12,4,406.0,1,1,1,111
468,1532778470306970,4,18,1337.2400000000002,1,1,1,111
476,1532792357198870,4,5,336.41,1,1,1,111
483,1532797529241340,4,3,300.21,1,2,2,122
496,1532812822694210,2,7,895.0,1,1,1,111
503,1532823813538920,3,6,500.29000000000013,1,1,1,111
511,1532830997990930,17,10,862.0,2,1,1,211
517,1532844273439420,2,9,364.0,1,1,1,111
520,1532849333187490,4,14,1089.13,1,1,1,111
523,1532868386374580,4,11,961.99,1,1,1,111
526,1532874374010370,3,8,453.0,1,1,1,111
548,1532897904585230,22,4,406.0,2,1,1,211
553,1532910679509620,13,30,3093.0,2,1,1,211
557,1532916529554410,15,4,302.0,2,1,2,212
563,1532921651402400,23,8,539.49,2,1,1,211
564,1532924303471180,25,7,1024.0800000000004,2,1,1,211
572,1532958086615450,12,4,603.72,1,1,1,111
578,1532967947292550,2,22,2524.0,1,1,1,111
583,1532977985776780,25,4,256.88,2,1,2,212
587,1532985962965480,2,9,828.55,1,1,1,111
588,1532986625371480,16,9,923.61,2,1,1,211
589,1532987458129460,23,4,222.2,2,1,2,212
595,1532991188901500,22,5,372.15,2,1,1,211
598,1532994356478140,2,9,635.0,1,1,1,111
604,1533000230432370,24,3,196.27,2,2,2,222
606,1533001988248950,24,10,869.0,2,1,1,211
617,1533010152695770,3,8,1032.99,1,1,1,111
654,1533093318140420,5,3,242.0,1,2,2,122
659,1533124429644500,4,5,423.0,1,1,1,111
660,1533132084220590,23,10,1126.68,2,1,1,211
666,1533139501559900,12,3,474.73,1,2,1,121
720,1533272556054480,2,9,554.0,1,1,1,111
724,1533299458998980,13,5,496.97,2,1,1,211
726,1533303819919780,16,5,311.43,2,1,2,212
727,1533307216367940,20,8,677.0,2,1,1,211
735,1533327575076790,22,21,1588.81,2,1,1,211
755,1533395496296400,13,5,453.0,2,1,1,211
757,1533398146215700,21,8,662.98,2,1,1,211
769,1533417645195200,1,4,296.0,1,1,2,112
777,1533429896615560,3,9,1214.0,1,1,1,111
788,1533479487919480,1,14,1103.0,1,1,1,111
789,1533483518232410,2,4,211.0,1,1,2,112
791,1533487880769690,25,6,549.0,2,1,1,211
813,1533512751212260,3,16,2761.9300000000007,1,1,1,111
814,1533513040244920,18,15,2175.88,2,1,1,211
825,1533528327390830,13,8,1148.9499999999996,2,1,1,211
829,1533532988908210,22,3,199.0,2,2,2,222
840,1533567808660180,5,4,318.82,1,1,2,112
856,1533603202217280,3,3,196.0,1,2,2,122
862,1533612292208130,6,10,1106.0,1,1,1,111
863,1533612445647960,18,5,296.0,2,1,2,212
871,1533621521172480,0,9,757.55,1,1,1,111
878,1533647893209240,24,10,486.0,2,1,1,211
883,1533654225370880,5,7,751.0,1,1,1,111
890,1533658628547120,3,3,297.51,1,2,2,122
903,1533673062276950,15,9,692.0,2,1,1,211
907,1533674953558410,25,6,961.0,2,1,1,211
913,1533678223550830,19,4,424.0,2,1,1,211
919,1533682423352440,5,4,376.0,1,1,1,111
926,1533690461918520,2,23,1966.1799999999994,1,1,1,111
929,1533692774513260,4,5,440.0,1,1,1,111
984,1533818176087340,16,11,1539.19,2,1,1,211
993,1533826598119630,14,4,656.14,2,1,1,211
997,1533833048948630,5,4,392.86,1,1,1,111
1006,1533844173667810,25,9,607.0,2,1,1,211
1011,1533854514293390,25,4,296.4,2,1,2,212
1014,1533857552251620,1,8,765.6,1,1,1,111
1022,1533866748224890,14,5,259.53,2,1,2,212
1035,1533931353550410,1,6,353.0,1,1,1,111
1036,1533936428281780,19,5,673.0,2,1,1,211
1040,1533946400944770,19,11,1286.07,2,1,1,211
1042,1533948074589480,11,5,627.15,1,1,1,111
1055,1533999954368380,4,6,479.0,1,1,1,111
1061,1534003032160870,2,4,485.0,1,1,1,111
1063,1534003942675390,3,13,1172.15,1,1,1,111
1068,1534007817157360,3,4,279.47,1,1,2,112
1079,1534020178658330,2,6,382.0,1,1,1,111
1085,1534026076475470,12,7,601.0,1,1,1,111
1096,1534049896805190,15,6,339.0,2,1,1,211
1100,1534084393436210,13,11,1063.0,2,1,1,211
1101,1534085826122420,1,8,1199.6799999999996,1,1,1,111
1103,1534088943563490,22,3,225.0,2,2,2,222
1105,1534089862645390,3,7,580.0,1,1,1,111
1113,1534095242370390,22,7,882.4300000000002,2,1,1,211
1125,1534131461088540,23,3,269.79,2,2,2,222
1127,1534134697165100,5,3,326.67,1,2,2,122
1128,1534147649606980,1,46,3301.1800000000007,1,1,1,111
1136,1534184608995700,22,4,183.0,2,1,2,212
1137,1534191147274370,12,4,451.52,1,1,1,111
1140,1534200102916480,19,7,1322.44,2,1,1,211
1142,1534202054354420,18,4,330.0,2,1,1,211
1147,1534226446500680,2,9,703.0,1,1,1,111
1148,1534229210418390,2,7,780.6899999999998,1,1,1,111
1150,1534254545704300,5,28,1981.0,1,1,1,111
1152,1534263438633360,23,13,689.0,2,1,1,211
1154,1534271112066910,2,3,345.7000000000001,1,2,1,121
1165,1534413985165310,13,5,595.0,2,1,1,211
1169,1534453018263430,13,3,279.0,2,2,2,222
1175,1534525681666580,15,10,1250.5,2,1,1,211
1180,1534567866806570,12,3,254.37,1,2,2,122
1185,1534688666162290,19,4,332.2000000000001,2,1,1,211
1190,1534705894343320,24,4,574.76,2,1,1,211
1194,1534728205982890,2,18,2261.56,1,1,1,111
1199,1534757265877290,5,4,208.66000000000003,1,1,2,112
1204,1534787826794140,13,4,540.52,2,1,1,211
1207,1534799095644190,4,3,257.0,1,2,2,122
1215,1534830506444930,22,4,452.48,2,1,1,211
1219,1534869971789440,5,17,1582.0,1,1,1,111
1232,1534917413906860,4,10,619.0,1,1,1,111
1233,1534942202410350,3,10,882.27,1,1,1,111
1244,1534965921816790,2,3,331.48,1,2,1,121
1251,1534979444351860,6,3,343.0,1,2,1,121
1257,1534996975825720,7,3,311.81,1,2,2,122
1269,1535034683660810,24,9,731.0,2,1,1,211
1287,1535055662699900,0,4,372.0,1,1,1,111
1301,1535075351063650,2,3,321.0,1,2,2,122
1306,1535083099649520,24,6,356.0,2,1,1,211
1321,1535123854592620,12,6,420.07,1,1,1,111
1326,1535134820460180,13,3,396.25,2,2,1,221
1368,1535217114886190,14,3,289.12,2,2,2,222
1371,1535219364652130,13,3,296.0,2,2,2,222
1375,1535221372796220,15,7,517.0,2,1,1,211
1380,1535227214643640,23,6,597.34,2,1,1,211
1381,1535228279751620,18,3,290.15,2,2,2,222
1389,1535235150450550,4,7,651.9100000000002,1,1,1,111
1401,1535252297462570,25,11,876.5899999999998,2,1,1,211
1412,1535293324737200,22,20,3646.9600000000014,2,1,1,211
1419,1535299720022150,25,28,6350.839999999997,2,1,1,211
1423,1535308410190580,15,4,475.0,2,1,1,211
1430,1535324138896600,3,4,556.64,1,1,1,111
1431,1535325695216690,25,3,383.62,2,2,1,221
1445,1535345001795540,25,4,314.9,2,1,2,212
1454,1535377049442810,14,6,884.6600000000002,2,1,1,211
1462,1535395973709460,24,3,357.0,2,2,1,221
1465,1535397404353940,21,4,689.9499999999998,2,1,1,211
1467,1535397777156690,4,4,271.36,1,1,2,112
1471,1535404354948150,3,3,215.0,1,2,2,122
1487,1535421021667500,21,3,243.0,2,2,2,222
1489,1535422490717870,25,3,206.0,2,2,2,222
1497,1535435416225410,6,11,962.33,1,1,1,111
1503,1535466087113740,24,6,986.98,2,1,1,211
1504,1535467161440560,4,25,2781.0,1,1,1,111
1511,1535484745902540,23,3,562.0600000000002,2,2,1,221
1512,1535486745777310,8,3,296.0,1,2,2,122
1516,1535493261127350,3,8,642.0,1,1,1,111
1519,1535502378892870,18,4,271.32,2,1,2,212
1523,1535511228271990,0,5,780.93,1,1,1,111
1524,1535513208111520,4,4,206.27,1,1,2,112
1537,1535573010060960,7,4,366.0,1,1,1,111
1553,1535647311937890,21,3,227.0,2,2,2,222
1555,1535655250563300,23,3,299.48,2,2,2,222
1577,1535673388993610,25,6,711.0,2,1,1,211
1579,1535675959440680,23,6,552.0,2,1,1,211
1585,1535680864861480,23,5,630.0,2,1,1,211
1589,1535685062352820,23,3,323.1,2,2,2,222
1595,1535704419429910,0,4,486.0,1,1,1,111
1596,1535717179208740,25,4,235.2,2,1,2,212
1610,1535725351672590,3,4,189.8,1,1,2,112
1618,1535737076316580,25,4,315.08,2,1,2,212
1620,1535737596211110,23,4,388.0,2,1,1,211
1623,1535740677950340,4,3,190.0,1,2,2,122
1626,1535745530881250,25,7,933.27,2,1,1,211
1628,1535747337898270,25,3,247.0,2,2,2,222
1631,1535750180732770,24,3,224.0,2,2,2,222
1636,1535753832482390,24,3,367.04,2,2,1,221
1642,1535768491284400,25,3,368.59,2,2,1,221
1643,1535768677688280,25,27,1616.6799999999996,2,1,1,211
1644,1535768798910160,24,7,543.0,2,1,1,211
1649,1535776453232320,25,9,874.3100000000002,2,1,1,211
1650,1535777244659760,25,6,708.68,2,1,1,211
1651,1535780118748210,25,4,604.32,2,1,1,211
1652,1535780730025510,25,3,230.0,2,2,2,222
1653,1535784126116550,25,9,927.2,2,1,1,211
1659,1535805414359660,25,3,203.0,2,2,2,222
1665,1535809709717870,25,17,1258.0,2,1,1,211
1669,1535814208407180,2,13,528.29,1,1,1,111
1670,1535816763477720,25,3,448.84,2,2,1,221
1672,1535821882208420,3,7,669.0,1,1,1,111
1673,1535824035769420,25,3,397.0,2,2,1,221
1677,1535827338103820,25,4,325.0,2,1,2,212
1683,1535834702615320,25,3,231.96,2,2,2,222
1685,1535837038670510,2,4,267.53,1,1,2,112
1686,1535838158295600,25,4,369.84,2,1,1,211
1691,1535842753366880,25,13,1304.0,2,1,1,211
1693,1535847273953730,24,5,611.05,2,1,1,211
1695,1535853788072370,24,7,1094.0,2,1,1,211
1698,1535859392497210,23,4,470.0,2,1,1,211
1700,1535863569001550,24,5,353.35,2,1,1,211
1706,1535893070973970,24,4,636.0,2,1,1,211
1707,1535895680799700,24,8,597.0,2,1,1,211
1709,1535898603706690,24,5,440.0,2,1,1,211
1710,1535898919992740,24,3,387.0,2,2,1,221
1712,1535901774142170,24,3,465.43,2,2,1,221
1715,1535908580926600,24,4,265.0,2,1,2,212
1716,1535910468098850,24,4,211.0,2,1,2,212
1717,1535915122329160,24,5,297.0,2,1,2,212
1722,1535922401601450,24,7,1174.65,2,1,1,211
1723,1535923344678480,24,5,445.0,2,1,1,211
1725,1535924183536620,24,6,536.0,2,1,1,211
1726,1535925126179200,24,7,775.5699999999998,2,1,1,211
1731,1535929457056320,3,8,984.68,1,1,1,111
1736,1535942382168110,23,3,343.72,2,2,1,221
1737,1535942865890370,13,3,302.76,2,2,2,222
1744,1535966562367410,23,5,452.0,2,1,1,211
1746,1535978083214350,23,6,503.0,2,1,1,211
1748,1535985982482170,23,3,270.0,2,2,2,222
1750,1535990136739630,21,76,7776.0,2,1,1,211
1751,1535990520060250,23,4,252.0,2,1,2,212
1752,1535991787048350,22,4,441.44000000000005,2,1,1,211
1753,1535992658018670,23,7,413.0,2,1,1,211
1754,1535992769856820,23,3,234.06,2,2,2,222
1755,1535994381897600,23,4,275.0,2,1,2,212
1756,1535995651671250,23,7,741.0,2,1,1,211
1758,1535996726795720,23,5,533.15,2,1,1,211
1759,1535996897628640,23,6,480.0,2,1,1,211
1764,1536005967924960,5,6,458.0,1,1,1,111
1765,1536006267726260,23,8,848.56,2,1,1,211
1770,1536012076858680,21,7,467.0,2,1,1,211
1771,1536012614147900,23,4,340.0,2,1,1,211
1777,1536019045165160,15,7,848.0,2,1,1,211
1780,1536025258441920,22,3,248.89,2,2,2,222
1782,1536025918406430,22,4,344.0,2,1,1,211
1785,1536029175378240,19,3,256.0,2,2,2,222
1786,1536029471182870,22,5,365.0,2,1,1,211
1789,1536032911186540,22,4,230.0,2,1,2,212
1792,1536042473102620,22,3,331.51,2,2,1,221
1795,1536077364840570,22,4,511.84,2,1,1,211
1804,1536105379132840,21,6,1284.0,2,1,1,211
1807,1536116580935170,21,3,248.4,2,2,2,222
1808,1536118273109100,21,4,712.72,2,1,1,211
1814,1536156927327710,16,5,502.8,2,1,1,211
1817,1536160931906500,21,3,571.51,2,2,1,221
1821,1536179793182860,4,3,282.0,1,2,2,122
1824,1536182847464640,4,38,3985.0,1,1,1,111
1827,1536187600208420,15,48,6639.0,2,1,1,211
1828,1536188674837520,20,15,1443.0,2,1,1,211
1833,1536196671139850,20,3,562.0,2,2,1,221
1836,1536200246382580,20,3,219.0,2,2,2,222
1838,1536210300250650,20,3,196.0,2,2,2,222
1839,1536212698874820,20,3,455.6,2,2,1,221
1842,1536238610834650,4,5,365.0,1,1,1,111
1843,1536238824069150,13,15,1724.5999999999995,2,1,1,211
1848,1536251871257600,20,3,407.96,2,2,1,221
1854,1536260288894430,19,3,540.94,2,2,1,221
1861,1536283962941190,19,4,242.0,2,1,2,212
1862,1536287550577250,19,4,386.12,2,1,1,211
1869,1536321258563300,17,3,603.5699999999998,2,2,1,221
1870,1536324534898610,14,3,786.42,2,2,1,221
1871,1536329022361150,19,13,2144.77,2,1,1,211
1886,1536352482960680,19,5,537.0,2,1,1,211
1887,1536353723070360,19,6,794.4199999999997,2,1,1,211
1891,1536361895276840,5,20,1479.0,1,1,1,111
1893,1536362752250330,19,5,653.5500000000002,2,1,1,211
1904,1536417938752840,18,3,407.0,2,2,1,221
1911,1536427359626350,18,3,323.74,2,2,2,222
1916,1536432505287800,12,3,204.0,1,2,2,122
1918,1536434396561380,2,3,198.0,1,2,2,122
1919,1536436654714530,4,3,358.0,1,2,1,121
1920,1536436982548600,15,3,432.0,2,2,1,221
1922,1536437928083600,18,3,310.23,2,2,2,222
1925,1536448683444170,2,4,316.0,1,1,2,112
1936,1536513233475320,17,14,1742.0,2,1,1,211
1939,1536515664062580,17,8,1554.8,2,1,1,211
1941,1536522775756100,17,5,968.25,2,1,1,211
1942,1536523925878350,17,4,286.0,2,1,2,212
1948,1536539022153950,13,3,366.64,2,2,1,221
1954,1536546235275450,16,3,532.2,2,2,1,221
1955,1536546992622970,3,9,1054.4399999999996,1,1,1,111
1959,1536548497466350,16,3,295.0,2,2,2,222
1961,1536549341917270,13,3,212.95,2,2,2,222
1967,1536594673656610,13,3,469.53,2,2,1,221
1978,1536602199090490,13,5,775.7,2,1,1,211
1979,1536602747323340,16,3,407.0,2,2,1,221
1980,1536603112523690,16,12,4484.84,2,1,1,211
1991,1536617985381440,16,9,1032.0,2,1,1,211
1993,1536619036980280,16,3,407.0,2,2,1,221
1996,1536624593835210,11,3,348.0,1,2,1,121
1997,1536626904196670,1,13,1431.0499999999995,1,1,1,111
2000,1536636051544600,15,4,316.0,2,1,2,212
2003,1536645385798900,15,4,232.0,2,1,2,212
2008,1536691805915630,14,4,445.0,2,1,1,211
2013,1536697847444830,4,3,196.0,1,2,2,122
2016,1536698467857550,0,14,1388.0,1,1,1,111
2027,1536715488574620,6,3,517.4,1,2,1,121
2030,1536723816998750,14,5,660.35,2,1,1,211
2039,1536766140607330,14,3,342.0,2,2,1,221
2041,1536772692446480,6,3,505.57,1,2,1,121
2044,1536778210453600,2,3,237.0,1,2,2,122
2045,1536778994912140,14,3,247.0,2,2,2,222
2047,1536786657081320,14,3,387.0,2,2,1,221
2059,1536851616749850,13,3,449.97,2,2,1,221
2063,1536855091332870,13,3,357.0,2,2,1,221
2064,1536855674526630,6,11,1716.5000000000007,1,1,1,111
2071,1536868263598230,13,6,594.0,2,1,1,211
2072,1536868620843120,12,6,801.0,1,1,1,111
2073,1536868927938320,2,7,475.0,1,1,1,111
2075,1536870606537720,13,3,500.81000000000006,2,2,1,221
2078,1536872934809620,13,4,220.0,2,1,2,212
2083,1536895812990220,12,5,359.5499999999999,1,1,1,111
2090,1536929479780290,5,8,439.0,1,1,1,111
2092,1536936556248580,12,4,286.0,1,1,2,112
2096,1536938906600410,12,8,1315.08,1,1,1,111
2098,1536943042643580,12,4,286.0,1,1,2,112
2099,1536944808008570,5,3,320.0,1,2,2,122
2101,1536949016736850,12,6,568.0,1,1,1,111
2105,1536963272717280,12,3,345.3300000000001,1,2,1,121
2106,1536963487278190,12,8,787.0,1,1,1,111
2111,1536977551906340,11,4,224.0,1,1,2,112
2115,1537041796048460,5,4,336.0,1,1,1,111
2117,1537063608527280,1,5,332.2000000000001,1,1,1,111
2118,1537073012085700,2,11,1062.0,1,1,1,111
2122,1537127259911840,9,3,213.9,1,2,2,122
2123,1537199971095430,9,3,519.95,1,2,1,121
2125,1537204078666710,9,5,497.0,1,1,1,111
2128,1537207949553600,9,4,806.96,1,1,1,111
2129,1537209954341290,9,3,487.0,1,2,1,121
2136,1537265223079430,4,3,237.0,1,2,2,122
2138,1537276610369220,8,3,256.0,1,2,2,122
2143,1537289521805850,8,3,301.0,1,2,2,122
2144,1537292403063930,1,7,1168.4599999999996,1,1,1,111
2146,1537296466557340,5,4,223.07,1,1,2,112
2171,1537388136003770,7,4,718.76,1,1,1,111
2172,1537388468592380,7,3,528.59,1,2,1,121
2175,1537395255464230,3,3,251.0,1,2,2,122
2188,1537416458654350,6,4,445.24,1,1,1,111
2191,1537446482637640,2,3,205.0,1,2,2,122
2193,1537451905645560,6,7,888.0,1,1,1,111
2194,1537455902238960,6,7,376.66,1,1,1,111
2203,1537465800727510,5,4,266.0,1,1,2,112
2205,1537470509128430,3,4,432.92,1,1,1,111
2207,1537471890068220,2,15,2517.640000000001,1,1,1,111
2221,1537495188080260,3,20,831.8000000000003,1,1,1,111
2222,1537495221573430,4,6,362.0,1,1,1,111
2223,1537495695174510,5,3,447.0,1,2,1,121
2224,1537495755365770,4,3,278.95000000000005,1,2,2,122
2225,1537497662027480,0,8,650.0,1,1,1,111
2227,1537498966996980,2,9,460.0,1,1,1,111
2231,1537501664763500,5,3,228.0,1,2,2,122
2236,1537513041434990,5,3,340.0,1,2,1,121
2250,1537549676509700,5,7,409.0,1,1,1,111
2252,1537550581925960,2,10,552.0,1,1,1,111
2255,1537554138110340,5,3,193.9,1,2,2,122
2256,1537555326085170,5,4,213.12,1,1,2,112
2263,1537567733534890,5,5,1060.3,1,1,1,111
2275,1537589787107250,4,3,316.56,1,2,2,122
2276,1537592532926340,4,3,337.0800000000001,1,2,1,121
2283,1537621282655870,4,4,596.0,1,1,1,111
2284,1537622518479570,4,4,308.0,1,1,2,112
2290,1537629605237900,3,4,381.07,1,1,1,111
2294,1537633378620340,4,3,198.32,1,2,2,122
2303,1537642598431790,4,3,418.97,1,2,1,121
2306,1537647926084350,4,4,490.12,1,1,1,111
2307,1537648220911250,4,3,233.3,1,2,2,122
2308,1537653734239610,4,5,449.05,1,1,1,111
2311,1537656695340880,1,5,632.05,1,1,1,111
2313,1537659188256240,3,9,509.0,1,1,1,111
2318,1537671679408860,3,5,420.1,1,1,1,111
2320,1537673082656640,3,5,297.0,1,1,2,112
2324,1537679774953600,3,8,434.88,1,1,1,111
2327,1537713351521490,3,9,244.85,1,1,2,112
2334,1537718159761810,3,6,424.0,1,1,1,111
2339,1537721598477820,3,8,719.28,1,1,1,111
2347,1537731386713300,3,3,352.0,1,2,1,121
2355,1537739807711720,3,7,380.0,1,1,1,111
2361,1537745526176890,3,11,1014.99,1,1,1,111
2368,1537755876385700,2,5,635.0,1,1,1,111
2378,1537775223051480,2,3,546.22,1,2,1,121
2379,1537777882102510,2,6,1331.1,1,1,1,111
2380,1537791858837170,2,15,1355.0,1,1,1,111
2381,1537793050314420,2,3,267.0,1,2,2,122
2383,1537800858622930,2,8,1080.0,1,1,1,111
2395,1537819534172770,2,3,257.32,1,2,2,122
2396,1537819564185330,2,4,336.0,1,1,1,111
2399,1537822431219650,2,11,442.0,1,1,1,111
2407,1537830832298310,2,4,516.0,1,1,1,111
2411,1537841004934280,1,4,329.84,1,1,1,111
2415,1537845801121990,1,17,494.57,1,1,1,111
2416,1537847056861370,0,3,559.04,1,2,1,121
2424,1537882829709100,1,4,428.36,1,1,1,111
2427,1537889061548510,1,3,375.57,1,2,1,121
2435,1537915263909180,1,7,861.0,1,1,1,111
2454,15324639381315300,2,10,1009.0,1,1,1,111
2465,15324648157286300,1,14,1702.97,1,1,1,111
2467,15324649936663400,25,3,209.0,2,2,2,222
2472,15324654140505100,25,4,438.0,2,1,1,211
2482,15324664926452600,22,9,1630.49,2,1,1,211
2485,15324667956611500,1,4,246.0,1,1,2,112
2489,15324670545324600,2,5,459.0,1,1,1,111
2496,15324677733592400,12,4,198.0,1,1,2,112
2498,15324681800889200,15,28,2268.0,2,1,1,211
2500,15324682115334400,4,4,227.0,1,1,2,112
2501,15324682425952800,4,34,3059.0,1,1,1,111
2508,15324688016411100,13,5,650.88,2,1,1,211
2518,15324694218344300,2,10,1491.9199999999996,1,1,1,111
2519,15324694518192700,25,6,358.0,2,1,1,211
2528,15324702391265400,18,7,941.39,2,1,1,211
2532,15324705795025700,18,62,8516.89,2,1,1,211
2541,15324713991255500,7,14,954.31,1,1,1,111
2549,15324722966648100,2,6,701.0,1,1,1,111
2562,15324731091409400,1,8,704.2,1,1,1,111
2563,15324733249786200,3,8,372.0,1,1,1,111
2564,15324733800799000,1,6,424.0,1,1,1,111
2568,15324736361362600,13,4,316.22,2,1,2,212
2571,15324739616232300,24,11,1173.28,2,1,1,211
2572,15324741286506800,4,20,2340.0,1,1,1,111
2574,15324741837388000,4,9,540.0,1,1,1,111
2575,15324742729211800,20,7,983.08,2,1,1,211
2582,15324746750868500,12,6,519.0,1,1,1,111
2583,15324747389879100,4,8,587.9399999999998,1,1,1,111
2598,15324761389153600,22,7,622.0,2,1,1,211
2599,15324763839465600,1,15,1090.0,1,1,1,111
2600,15324764267054900,2,13,987.0,1,1,1,111
2602,15324765596884900,12,42,4172.0,1,1,1,111
2605,15324768339484800,15,8,1110.0,2,1,1,211
2608,15324774937538000,1,4,199.98,1,1,2,112
2610,15324775901386000,11,7,793.0,1,1,1,111
2611,15324776454575700,5,3,339.0800000000001,1,2,1,121
2615,15324780669951600,23,5,262.0,2,1,2,212
2617,15324781550189700,4,3,238.0,1,2,2,122
2633,15324797856337700,15,4,464.0,2,1,1,211
2635,15324799843207700,5,4,214.02,1,1,2,112
2637,15324801080354800,2,9,728.0,1,1,1,111
2638,15324801113479300,4,4,260.0,1,1,2,112
2639,15324801976489300,16,13,1530.0,2,1,1,211
2640,15324802257298100,14,3,331.06,2,2,1,221
2644,15324804756114300,3,22,1344.0,1,1,1,111
2650,15324813145672000,2,4,229.06,1,1,2,112
2655,15324818985701700,3,7,607.0,1,1,1,111
2660,15324822179829800,1,9,1198.41,1,1,1,111
2671,15324833993947100,4,3,350.0499999999999,1,2,1,121
2674,15324835420108500,18,10,660.0,2,1,1,211
2676,15324838916846800,11,8,991.74,1,1,1,111
2677,15324839894221800,16,5,506.24,2,1,1,211
2684,15324844200023600,18,3,295.0,2,2,2,222
2685,15324844540031300,23,4,489.0,2,1,1,211
2693,15324854770403800,16,29,2322.0,2,1,1,211
2696,15324858189674400,22,9,1336.0,2,1,1,211
2709,15324873222612200,2,26,1786.0,1,1,1,111
2721,15324882612137500,24,5,202.7,2,1,2,212
2728,15324893784519100,5,6,702.0,1,1,1,111
2729,15324894441909900,14,3,317.07,2,2,2,222
2730,15324895804448300,2,25,2054.65,1,1,1,111
2731,15324897233504000,3,5,368.95,1,1,1,111
2733,15324898077671900,9,11,744.0,1,1,1,111
2736,15324899079528800,24,7,683.0,2,1,1,211
2742,15324903783966000,4,9,629.35,1,1,1,111
2747,15324909588721200,16,13,1073.0,2,1,1,211
2751,15324916095824900,5,6,552.42,1,1,1,111
2754,15324919278557600,15,6,773.86,2,1,1,211
2778,15324948739223800,5,5,385.64,1,1,1,111
2780,15324949589269500,23,8,614.3199999999998,2,1,1,211
2781,15324950192203100,23,4,320.0,2,1,2,212
2782,15324951602651300,8,7,999.07,1,1,1,111
2786,15324960404849900,4,23,2493.2499999999995,1,1,1,111
2790,15324963710882300,21,6,552.38,2,1,1,211
2793,15324968735695300,5,3,207.0,1,2,2,122
2796,15324974328634000,3,26,1329.89,1,1,1,111
2797,15324981882309000,2,7,682.58,1,1,1,111
2810,15324990873745200,19,19,1946.0,2,1,1,211
2812,15324999868075300,2,3,424.04,1,2,1,121
2815,15325008961167400,12,11,1144.0399999999995,1,1,1,111
2816,15325009872945400,4,5,856.28,1,1,1,111
2828,15325054735323600,20,4,519.68,2,1,1,211
2830,15325057718328500,2,5,607.2600000000001,1,1,1,111
2832,15325065202614900,19,3,186.69,2,2,2,222
2834,15325079516408600,5,9,664.77,1,1,1,111
2848,15325152187968000,2,18,1129.14,1,1,1,111
2856,15325171201919800,1,7,449.85,1,1,1,111
2861,15325193903669100,3,11,1006.0,1,1,1,111
2863,15325199407445000,13,7,903.0,2,1,1,211
2870,15325207028465100,9,16,1917.31,1,1,1,111
2871,15325207613041000,5,5,416.79,1,1,1,111
2875,15325211462099600,13,5,454.0,2,1,1,211
2892,15325220664231500,14,3,318.0,2,2,2,222
2894,15325220828815500,23,7,579.0,2,1,1,211
2900,15325226786908000,3,6,452.35,1,1,1,111
2903,15325227477555900,19,3,227.0,2,2,2,222
2908,15325228753545100,1,13,1416.5500000000004,1,1,1,111
2911,15325229536466400,1,8,550.0,1,1,1,111
2917,15325236671895400,12,9,764.0,1,1,1,111
2919,15325239023494100,5,4,537.0,1,1,1,111
2923,15325244852787900,5,9,693.0,1,1,1,111
2926,15325246547503700,24,7,749.17,2,1,1,211
2930,15325248599736400,12,10,745.46,1,1,1,111
2938,15325253038709400,12,5,355.0,1,1,1,111
2941,15325258001483000,5,4,215.0,1,1,2,112
2948,15325261786958800,7,4,364.0,1,1,1,111
2950,15325262565155400,12,7,542.0,1,1,1,111
2952,15325263649715200,12,11,1657.2700000000002,1,1,1,111
2955,15325266249653600,19,20,1551.8799999999994,2,1,1,211
2957,15325267738553400,13,4,315.0,2,1,2,212
2962,15325272573825600,2,15,1164.0,1,1,1,111
2966,15325273433929700,4,13,667.04,1,1,1,111
2967,15325274248531900,6,3,412.0,1,2,1,121
2972,15325277693298700,3,3,212.0,1,2,2,122
2976,15325281554444800,2,15,1254.0,1,1,1,111
2979,15325283896293900,5,6,415.0,1,1,1,111
2981,15325284931473600,4,5,260.0,1,1,2,112
2993,15325291294284300,13,8,829.0,2,1,1,211
2997,15325292961231100,25,5,301.3,2,1,2,212
2998,15325293598293000,11,7,637.0,1,1,1,111
2999,15325294015748200,2,4,224.0,1,1,2,112
3010,15325299640634600,2,6,385.0,1,1,1,111
3012,15325301131974000,5,3,346.5900000000001,1,2,1,121
3015,15325303114759300,3,3,232.77,1,2,2,122
3016,15325303262961700,14,3,207.0,2,2,2,222
3017,15325303872422700,4,10,679.4300000000002,1,1,1,111
3021,15325305637536000,15,5,602.1899999999998,2,1,1,211
3028,15325312804689000,4,8,453.93,1,1,1,111
3035,15325320271776100,22,3,201.0,2,2,2,222
3043,15325324405579200,16,4,312.0,2,1,2,212
3044,15325324647935600,15,3,262.0,2,2,2,222
3051,15325329468458600,22,5,341.0,2,1,1,211
3061,15325337304222400,24,9,992.79,2,1,1,211
3062,15325337630552600,3,5,311.0,1,1,2,112
3070,15325345252769000,2,15,554.0,1,1,1,111
3072,15325345698118700,24,7,670.66,2,1,1,211
3074,15325345809873800,24,9,807.2699999999999,2,1,1,211
3075,15325346401676800,15,3,324.84,2,2,2,222
3088,15325352521783200,25,3,328.54,2,2,1,221
3089,15325353647078400,13,5,728.31,2,1,1,211
3090,15325353761496500,18,5,269.0,2,1,2,212
3092,15325355407132300,2,7,559.59,1,1,1,111
3094,15325356907244400,4,4,214.0,1,1,2,112
